App,Package,Start Time,Duration,Filename
"System",,"Oct 10, 2018 @ 11:21:40 PM","1 min 6 sec","Trepn_2018.10.10_232139.db"

Time  [ms],"Battery Status",Time  [ms],"Battery Power* [uW] (Raw)","Battery Power* [uW] (Delta)",Time  [ms],"CPU1 Frequency [kHz]",Time  [ms],"CPU2 Frequency [kHz]",Time  [ms],"CPU1 Load [%]",Time  [ms],"CPU2 Load [%]",
84,1,84,1290799,929474,88,2295000,83,2193000,82,0,83,100,
89,1,89,1397655,1036330,188,2295000,88,2295000,88,0,89,100,
189,1,189,1397655,1036330,288,2295000,189,2295000,188,0,189,100,
290,1,290,698827,337502,389,2091000,289,2295000,289,0,290,50,
395,1,395,855436,494111,489,2295000,390,2091000,389,0,395,72,
491,1,490,1132100,770775,591,2295000,490,2295000,490,0,490,81,
592,1,592,1076194,714869,690,2295000,592,2295000,592,0,592,77,
693,1,693,1397655,1036330,843,2295000,691,2295000,691,0,693,100,
846,1,846,1397655,1036330,947,2091000,844,2295000,843,0,845,100,
949,1,949,1397655,1036330,1044,2295000,948,2295000,948,0,949,100,
1046,1,1046,1397655,1036330,1145,2295000,1045,2295000,1045,0,1045,100,
1146,1,1146,1132100,770775,1245,2295000,1145,2295000,1145,0,1146,81,
1246,1,1246,307484,0,1345,2295000,1246,2295000,1245,0,1246,22,
1347,1,1347,698827,337502,1446,2295000,1346,2295000,1346,0,1346,50,
1447,1,1447,1118124,756799,1546,2295000,1446,2295000,1446,0,1447,80,
1548,1,1548,768710,407385,1649,2295000,1547,2295000,1547,0,1548,55,
1651,1,1650,838593,477268,1699,2295000,1650,2295000,1650,0,1650,60,
1701,1,1700,1397655,1036330,1800,2295000,1700,2295000,1699,0,1700,100,
1801,1,1801,1397655,1036330,1902,2295000,1800,2295000,1800,0,1801,100,
1903,1,1903,614968,253643,2002,2295000,1902,2295000,1902,0,1903,44,
2003,1,2003,1118124,756799,2103,2295000,2003,2295000,2002,0,2003,80,
2104,1,2104,698827,337502,2203,2295000,2103,2295000,2103,0,2104,50,
2204,1,2204,307484,0,2303,2295000,2203,2295000,2203,0,2204,22,
2304,1,2304,1118124,756799,2455,2295000,2304,2295000,2304,0,2304,80,
2456,1,2456,1201983,840658,2505,2295000,2455,2295000,2455,0,2456,86,
2506,1,2506,1118124,756799,2605,2295000,2505,2295000,2505,0,2506,80,
2607,1,2607,1397655,1036330,2706,2295000,2606,2295000,2606,0,2607,100,
2709,1,2709,768710,407385,2806,2295000,2706,2295000,2706,0,2709,55,
2808,1,2808,880522,519197,2907,2295000,2807,2295000,2807,0,2808,63,
2908,1,2908,1397655,1036330,3007,2295000,2907,2295000,2907,0,2908,100,
3008,1,3008,1397655,1036330,3107,2295000,3008,2295000,3007,0,3008,100,
3109,1,3109,1257889,896564,3208,2295000,3108,2295000,3108,0,3109,90,
3209,1,3209,1229936,868611,3308,2295000,3208,2295000,3208,0,3209,88,
3309,1,3309,1257889,896564,3409,2295000,3308,2295000,3308,0,3309,90,
3414,1,3414,1397655,1036330,3509,2091000,3411,2295000,3409,0,3414,100,
3511,1,3510,1188106,826781,3610,2295000,3509,2091000,3509,0,3510,100,
3611,1,3611,1397655,1036330,3711,2295000,3610,2295000,3610,0,3611,100,
3712,1,3712,1397655,1036330,3811,2295000,3712,2295000,3711,0,3712,100,
3814,1,3814,1397655,1036330,3912,2295000,3813,2295000,3813,0,3814,100,
3914,1,3914,1397655,1036330,4012,2295000,3913,2295000,3912,0,3914,100,
4014,1,4014,1397655,1036330,4115,2295000,4013,2295000,4013,0,4014,100,
4117,1,4117,1397655,1036330,4216,2295000,4116,2295000,4116,0,4116,100,
4218,1,4218,1397655,1036330,4316,2295000,4217,2295000,4217,0,4218,100,
4318,1,4317,1397655,1036330,4416,2295000,4317,2295000,4316,0,4317,100,
4418,1,4418,1397655,1036330,4517,2295000,4417,2295000,4417,0,4418,100,
4518,1,4518,1397655,1036330,4618,2295000,4518,2295000,4517,0,4518,100,
4619,1,4619,1257889,896564,4718,2295000,4618,2295000,4618,0,4619,90,
4721,1,4721,1257889,896564,4819,2091000,4719,2295000,4719,0,4720,90,
4821,1,4821,1188106,826781,4920,2295000,4819,2091000,4819,0,4821,100,
4923,1,4923,1257889,896564,5020,2295000,4920,2295000,4920,0,4922,90,
5028,1,5028,1397655,1036330,5121,2295000,5021,2295000,5021,0,5028,100,
5122,1,5122,1397655,1036330,5221,2295000,5121,2295000,5121,0,5122,100,
5227,1,5227,1257889,896564,5322,2295000,5222,2295000,5222,0,5227,90,
5323,1,5323,1076194,714869,5422,2295000,5322,2295000,5322,0,5323,77,
5424,1,5424,614968,253643,5528,2295000,5423,2295000,5423,0,5424,44,
5536,1,5529,1271866,910541,5629,2295000,5529,2295000,5528,0,5529,91,
5631,1,5631,1397655,1036330,5729,2295000,5630,2295000,5630,0,5631,100,
5730,1,5730,978358,617033,5829,2295000,5730,2295000,5729,0,5730,70,
5831,1,5831,1397655,1036330,5930,2295000,5830,2295000,5830,0,5831,100,
5931,1,5931,698827,337502,6030,1530000,5930,2295000,5930,0,5931,50,
6031,1,6031,69768,0,6130,1428000,6030,1530000,6030,0,6031,10,
6132,1,6132,62203,0,6230,1428000,6131,1428000,6131,0,6132,10,
6232,1,6232,55983,0,6331,1428000,6231,1428000,6231,0,6232,9,
6333,1,6332,0,0,6431,1428000,6332,1428000,6331,0,6332,0,
6433,1,6433,62203,0,6531,1428000,6432,1428000,6432,0,6433,10,
6533,1,6533,68424,0,6632,1428000,6532,1428000,6532,0,6533,11,
6633,1,6633,62203,0,6732,1428000,6632,1428000,6632,0,6633,10,
6734,1,6734,111966,0,6832,1428000,6733,1428000,6732,0,6733,18,
6834,1,6834,0,0,6933,1428000,6833,1428000,6833,0,6834,0,
6935,1,6935,186611,0,7033,1428000,6934,1428000,6934,0,6935,30,
7035,1,7035,0,0,7134,1428000,7034,1428000,7034,0,7035,0,
7136,1,7136,0,0,7235,1428000,7135,1428000,7134,0,7136,0,
7236,1,7236,0,0,7336,510000,7235,1428000,7235,0,7236,0,
7343,1,7342,23133,0,7436,1530000,7338,510000,7337,0,7342,18,
7439,1,7439,432561,71236,7537,1734000,7437,1530000,7437,0,7438,62,
7539,1,7539,258435,0,7637,1122000,7538,1734000,7538,0,7539,30,
7646,1,7640,126023,0,7738,1530000,7638,1122000,7638,0,7639,30,
7740,1,7740,230234,0,7840,1530000,7738,1530000,7738,0,7740,33,
7851,1,7850,460468,99143,7939,637500,7842,1530000,7842,0,7846,66,
7943,1,7943,47764,0,8040,510000,7941,637500,7940,0,7943,27,
8047,1,8047,12852,0,8140,586500,8043,510000,8041,0,8046,10,
8145,1,8145,0,0,8241,612000,8142,586500,8141,0,8144,0,
8244,1,8244,18337,0,8341,1530000,8242,612000,8242,0,8244,11,
8343,1,8343,83721,0,8442,637500,8342,1530000,8341,0,8343,12,
8447,1,8447,35381,0,8543,510000,8443,637500,8443,0,8446,20,
8548,1,8547,14137,0,8643,510000,8545,510000,8544,0,8547,11,
8649,1,8648,25704,0,8743,1530000,8646,510000,8645,0,8648,20,
8745,1,8745,306979,0,8845,510000,8744,1530000,8743,0,8745,44,
8849,1,8849,25704,0,8945,510000,8846,510000,8846,0,8849,20,
8953,1,8952,12852,0,9046,1836000,8948,510000,8947,0,8951,10,
9047,1,9047,94957,0,9147,510000,9046,1836000,9046,0,9047,10,
9154,1,9153,12852,0,9247,1530000,9150,510000,9149,0,9153,10,
9249,1,9249,76744,0,9349,1530000,9248,1530000,9248,0,9249,11,
9351,1,9351,62791,0,9449,637500,9349,1530000,9349,0,9351,9,
9455,1,9454,35381,0,9549,1530000,9451,637500,9451,0,9454,20,
9551,1,9551,0,0,9651,535500,9550,1530000,9550,0,9551,0,
9655,1,9655,13767,0,9751,1530000,9653,535500,9652,0,9655,10,
9752,1,9752,0,0,9852,510000,9751,1530000,9751,0,9752,0,
9859,1,9858,0,0,9952,1530000,9854,510000,9853,0,9858,0,
9954,1,9954,69768,0,10053,1836000,9953,1530000,9953,0,9954,10,
10054,1,10054,0,0,10157,510000,10053,1836000,10053,0,10054,0,
10162,1,10161,32130,0,10258,510000,10159,510000,10158,0,10161,25,
10264,1,10263,0,0,10359,510000,10260,510000,10259,0,10263,0,
10363,1,10363,0,0,10459,1530000,10360,510000,10360,0,10363,0,
10461,1,10461,0,0,10559,637500,10459,1530000,10459,0,10461,0,
10566,1,10565,44226,0,10659,1530000,10562,637500,10561,0,10565,25,
10661,1,10661,153489,0,10761,510000,10660,1530000,10660,0,10660,22,
10765,1,10765,14137,0,10861,637500,10762,510000,10762,0,10765,11,
10865,1,10865,63686,0,10962,510000,10862,637500,10862,0,10865,36,
10968,1,10968,38556,0,11062,1530000,10965,510000,10964,0,10968,30,
11064,1,11064,83721,0,11163,510000,11063,1530000,11062,0,11063,12,
11170,1,11169,32130,0,11264,561000,11165,510000,11165,0,11169,25,
11270,1,11269,16180,0,11365,510000,11266,561000,11265,0,11269,11,
11370,1,11370,188373,0,11465,612000,11368,1530000,11367,0,11369,27,
11470,1,11469,16670,0,11566,561000,11467,612000,11466,0,11469,10,
11572,1,11572,29418,0,11666,1530000,11569,561000,11568,0,11571,20,
11668,1,11668,83721,0,11768,586500,11667,1530000,11667,0,11668,12,
11772,1,11772,28218,0,11870,510000,11769,586500,11769,0,11772,18,
11879,1,11878,12852,0,11970,561000,11873,510000,11872,0,11877,10,
11975,1,11974,44128,0,12070,1836000,11972,561000,11971,0,11974,30,
12071,1,12071,94957,0,12170,2295000,12070,1836000,12070,0,12071,10,
12171,1,12171,139765,0,12270,1530000,12170,2295000,12170,0,12171,10,
12272,1,12272,174420,0,12371,1530000,12271,1530000,12270,0,12271,25,
12373,1,12373,76744,0,12471,1836000,12372,1530000,12371,0,12373,11,
12473,1,12473,94957,0,12572,510000,12472,1836000,12472,0,12472,10,
12578,1,12578,12852,0,12673,535500,12575,510000,12574,0,12577,10,
12678,1,12677,45433,0,12773,1530000,12675,535500,12674,0,12677,33,
12775,1,12774,209303,0,12875,561000,12773,1530000,12773,0,12774,30,
12882,1,12881,36773,0,12974,1530000,12877,561000,12876,0,12880,25,
12976,1,12976,69768,0,13075,510000,12975,1530000,12974,0,12976,10,
13081,1,13081,0,0,13176,561000,13078,510000,13077,0,13080,0,
13181,1,13181,39715,0,13279,637500,13178,561000,13177,0,13180,27,
13284,1,13283,35381,0,13378,510000,13281,637500,13280,0,13283,20,
13389,1,13388,0,0,13478,1530000,13384,510000,13383,0,13388,0,
13480,1,13480,139536,0,13580,510000,13479,1530000,13478,0,13480,20,
13586,1,13586,0,0,13680,1530000,13582,510000,13581,0,13585,0,
13682,1,13682,348840,0,13780,2295000,13681,1530000,13680,0,13682,50,
13783,1,13783,1397655,1036330,13880,1734000,13781,2295000,13781,0,13782,100,
13881,1,13881,258435,0,13981,969000,13881,1734000,13880,0,13881,30,
13983,1,13983,0,0,14081,1530000,13982,969000,13981,0,13983,0,
14083,1,14083,69768,0,14182,1530000,14082,1530000,14082,0,14083,10,
14184,1,14183,0,0,14283,637500,14182,1530000,14182,0,14183,0,
