App,Package,Start Time,Duration,Filename
"System",,"Oct 9, 2018 @ 12:10:29 AM","1 min 5 sec","Trepn_2018.10.09_001028.db"

Time  [ms],"Battery Status",Time  [ms],"Battery Power* [uW] (Raw)","Battery Power* [uW] (Delta)",Time  [ms],"CPU1 Frequency [kHz]",Time  [ms],"CPU2 Frequency [kHz]",Time  [ms],"CPU1 Load [%]",Time  [ms],"CPU2 Load [%]",
56,1,55,1397655,777696,10,2295000,54,2295000,47,0,55,100,
117,1,117,807142,187183,110,1836000,116,1836000,110,0,117,85,
213,1,213,626722,6763,210,1836000,212,1836000,211,0,212,66,
315,1,315,664705,44746,311,1836000,311,1836000,311,0,315,70,
413,1,413,922452,302493,411,2295000,412,2295000,412,0,413,66,
514,1,514,754733,134774,512,2295000,512,2295000,512,0,514,54,
613,1,613,1076194,456235,612,2295000,613,2295000,612,0,613,77,
715,1,715,0,0,713,1530000,714,1530000,713,0,715,0,
828,1,821,313955,0,814,1530000,815,1530000,815,0,820,45,
917,1,917,1160053,540094,915,2295000,916,2295000,915,0,917,83,
974,1,974,1160053,540094,969,2295000,972,2295000,971,0,974,83,
1072,1,1072,18337,0,1067,612000,1069,612000,1068,0,1071,11,
1174,1,1174,58837,0,1168,561000,1170,561000,1169,0,1173,40,
1269,1,1269,209303,0,1267,1530000,1268,1530000,1268,0,1269,30,
1378,1,1378,66192,0,1369,561000,1373,561000,1370,0,1378,45,
1477,1,1476,66683,0,1472,612000,1474,612000,1473,0,1476,40,
1576,1,1576,279072,0,1575,1530000,1575,1530000,1575,0,1576,40,
1675,1,1674,76744,0,1673,1530000,1674,1530000,1673,0,1674,11,
1779,1,1778,66683,0,1775,612000,1776,612000,1775,0,1778,40,
1880,1,1880,153489,0,1878,1530000,1879,1530000,1879,0,1880,22,
1982,1,1982,17690,0,1979,637500,1980,637500,1979,0,1982,10,
2083,1,2083,0,0,2079,765000,2081,765000,2080,0,2082,0,
2181,1,2181,0,0,2179,1530000,2180,1530000,2180,0,2181,0,
2283,1,2283,139536,0,2281,1530000,2282,1530000,2282,0,2283,20,
2385,1,2384,153489,0,2382,1530000,2383,1530000,2382,0,2384,22,
2511,1,2511,48837,0,2485,510000,2491,510000,2488,0,2510,38,
2587,1,2587,731175,111216,2585,1836000,2586,1836000,2586,0,2587,77,
2687,1,2687,258159,0,2685,2193000,2686,2193000,2686,0,2687,20,
2787,1,2787,1257889,637930,2785,2295000,2786,2295000,2786,0,2787,90,
2887,1,2887,1257889,637930,2886,2295000,2887,2295000,2887,0,2887,90,
2992,1,2992,949579,329620,2987,1836000,2988,1836000,2988,0,2990,100,
3092,1,3092,1041868,421909,3088,1938000,3090,1938000,3088,0,3092,100,
3193,1,3193,949579,329620,3190,1836000,3191,1836000,3190,0,3193,100,
3291,1,3291,949579,329620,3289,1836000,3290,1836000,3290,0,3291,100,
3392,1,3392,1397655,777696,3390,2295000,3391,2295000,3390,0,3392,100,
3492,1,3492,461226,0,3490,2295000,3491,2295000,3491,0,3492,33,
3593,1,3592,729308,109349,3591,1938000,3592,1938000,3591,0,3592,70,
