App,Package,Start Time,Duration,Filename
"System",,"Oct 10, 2018 @ 09:17:36 PM","1 min 6 sec","Trepn_2018.10.10_211735.db"

Time  [ms],"Battery Status",Time  [ms],"Battery Power* [uW] (Raw)","Battery Power* [uW] (Delta)",Time  [ms],"CPU1 Frequency [kHz]",Time  [ms],"CPU2 Frequency [kHz]",Time  [ms],"CPU1 Load [%]",Time  [ms],"CPU2 Load [%]",
55,1,55,1290799,354212,100,2295000,54,2193000,54,0,55,100,
101,1,101,1048241,111654,200,2295000,100,2295000,100,0,101,75,
201,1,201,698827,0,301,2295000,201,2295000,200,0,201,50,
302,1,302,838593,0,401,2091000,301,2295000,301,0,302,60,
402,1,402,392075,0,501,2295000,401,2091000,401,0,402,33,
502,1,502,279531,0,602,2295000,502,2295000,501,0,502,20,
603,1,603,0,0,702,2295000,602,2295000,602,0,603,0,
703,1,703,139765,0,802,2295000,702,2295000,702,0,703,10,
804,1,804,978358,41771,903,2295000,803,2295000,803,0,804,70,
904,1,904,1257889,321302,1003,2295000,903,2295000,903,0,904,90,
1005,1,1005,1397655,461068,1104,2295000,1004,2295000,1004,0,1004,100,
1105,1,1105,1397655,461068,1204,2295000,1104,2295000,1104,0,1105,100,
1205,1,1205,1397655,461068,1304,2295000,1205,2295000,1204,0,1205,100,
1306,1,1306,1257889,321302,1405,2295000,1305,2295000,1305,0,1305,90,
1406,1,1406,1257889,321302,1505,2295000,1405,2295000,1405,0,1406,90,
1506,1,1506,279531,0,1606,2295000,1505,2295000,1505,0,1506,20,
1607,1,1607,1257889,321302,1706,2295000,1606,2295000,1606,0,1607,90,
1708,1,1708,1229936,293349,1806,2295000,1707,2295000,1707,0,1707,88,
1808,1,1808,1397655,461068,1907,2295000,1807,2295000,1807,0,1808,100,
1909,1,1908,1397655,461068,2007,2295000,1907,2295000,1907,0,1908,100,
2008,1,2008,1397655,461068,2107,2295000,2007,2295000,2007,0,2008,100,
2108,1,2108,1397655,461068,2211,2295000,2108,2295000,2108,0,2108,100,
2212,1,2212,1397655,461068,2308,2295000,2212,2295000,2211,0,2212,100,
2310,1,2310,1397655,461068,2409,2295000,2309,2295000,2309,0,2310,100,
2411,1,2411,1397655,461068,2509,2295000,2409,2295000,2409,0,2410,100,
2510,1,2510,1397655,461068,2609,2295000,2509,2295000,2509,0,2510,100,
2612,1,2612,1397655,461068,2709,2091000,2610,2295000,2609,0,2611,100,
2711,1,2711,1188106,251519,2811,2295000,2710,2091000,2710,0,2711,100,
2813,1,2813,1397655,461068,2912,2295000,2812,2295000,2812,0,2813,100,
2913,1,2913,1397655,461068,3013,2295000,2912,2295000,2912,0,2913,100,
3014,1,3014,1397655,461068,3114,2295000,3013,2295000,3013,0,3014,100,
3117,1,3117,1397655,461068,3214,2295000,3114,2295000,3114,0,3116,100,
3216,1,3216,1397655,461068,3316,2295000,3215,2295000,3215,0,3216,100,
3317,1,3317,1397655,461068,3417,2295000,3317,2295000,3316,0,3317,100,
3418,1,3418,1397655,461068,3517,2295000,3417,2295000,3417,0,3418,100,
3518,1,3518,1397655,461068,3618,2295000,3517,2295000,3517,0,3518,100,
3619,1,3619,1397655,461068,3721,2295000,3619,2295000,3619,0,3619,100,
3724,1,3723,1397655,461068,3821,2295000,3723,2295000,3722,0,3723,100,
3823,1,3823,1397655,461068,3923,2295000,3822,2295000,3822,0,3823,100,
3925,1,3925,1397655,461068,4022,2295000,3924,2295000,3923,0,3924,100,
4025,1,4024,1397655,461068,4122,2295000,4023,2295000,4023,0,4024,100,
4126,1,4126,1397655,461068,4223,2295000,4125,2295000,4124,0,4126,100,
4224,1,4224,1397655,461068,4323,2295000,4223,2295000,4223,0,4224,100,
4325,1,4325,1397655,461068,4423,2295000,4324,2295000,4324,0,4324,100,
4425,1,4425,1397655,461068,4524,2295000,4424,2295000,4424,0,4425,100,
4525,1,4525,1257889,321302,4625,2295000,4524,2295000,4524,0,4525,90,
4631,1,4631,1397655,461068,4726,2295000,4630,2295000,4625,0,4631,100,
4727,1,4727,1397655,461068,4828,2295000,4726,2295000,4726,0,4727,100,
4829,1,4829,1397655,461068,4929,2295000,4828,2295000,4828,0,4829,100,
4930,1,4930,1257889,321302,5029,2295000,4929,2295000,4929,0,4930,90,
5031,1,5031,1132100,195513,5129,2295000,5030,2295000,5029,0,5030,81,
