App,Package,Start Time,Duration,Filename
"System",,"Oct 14, 2018 @ 03:14:16 AM","1 min 6 sec","Trepn_2018.10.14_031415.db"

Time  [ms],"Battery Status",Time  [ms],"Battery Power* [uW] (Raw)","Battery Power* [uW] (Delta)",Time  [ms],"CPU1 Frequency [kHz]",Time  [ms],"CPU2 Frequency [kHz]",Time  [ms],"CPU1 Load [%]",Time  [ms],"CPU2 Load [%]",
88,1,88,1188106,503642,37,2295000,83,2091000,83,0,85,100,
139,1,139,986128,301664,137,2091000,138,2091000,137,0,139,83,
188,1,188,784150,99686,187,2091000,188,2091000,187,0,188,66,
289,1,289,1229936,545472,288,2295000,288,2295000,288,0,289,88,
390,1,390,664705,0,388,1836000,389,1836000,388,0,390,70,
491,1,491,1032639,348175,489,2193000,490,2193000,490,0,491,80,
590,1,590,768710,84246,589,2295000,590,2295000,590,0,590,55,
691,1,691,209303,0,690,1530000,690,1530000,690,0,691,30,
807,1,807,48837,0,796,510000,799,510000,797,0,807,38,
896,1,896,153489,0,894,1530000,895,1530000,894,0,895,22,
996,1,996,139536,0,994,1530000,995,1530000,995,0,996,20,
1097,1,1097,683697,0,1095,1836000,1096,1836000,1096,0,1097,72,
1196,1,1196,141987,0,1195,2193000,1196,2193000,1196,0,1196,11,
1307,1,1306,16670,0,1296,612000,1298,612000,1297,0,1305,10,
1407,1,1407,60577,0,1397,535500,1402,535500,1400,0,1405,44,
1500,1,1499,258141,0,1497,1530000,1498,1530000,1497,0,1498,37,
1600,1,1600,153489,0,1597,1530000,1598,1530000,1598,0,1599,22,
1706,1,1702,69768,0,1698,1530000,1700,1530000,1698,0,1701,10,
1801,1,1800,76744,0,1799,1530000,1799,1530000,1799,0,1800,11,
1908,1,1906,35381,0,1900,637500,1901,637500,1901,0,1905,20,
2001,1,2001,76744,0,2000,1530000,2000,1530000,2000,0,2001,11,
2102,1,2102,209303,0,2100,1530000,2101,1530000,2100,0,2101,30,
2203,1,2202,306979,0,2201,1530000,2201,1530000,2201,0,2202,44,
2304,1,2304,1290799,606335,2302,2193000,2303,2193000,2303,0,2304,100,
2403,1,2403,1132100,447636,2402,2295000,2403,2295000,2403,0,2403,81,
2504,1,2504,754733,70269,2503,2295000,2503,2295000,2503,0,2504,54,
2611,1,2611,64260,0,2605,510000,2607,510000,2606,0,2610,50,
2709,1,2709,258141,0,2708,1530000,2708,1530000,2708,0,2709,37,
2813,1,2813,47764,0,2808,637500,2810,637500,2809,0,2813,27,
2921,1,2920,69400,0,2910,510000,2912,510000,2911,0,2920,54,
3010,1,3010,361423,0,3009,2193000,3009,2193000,3009,0,3010,28,
3110,1,3110,349413,0,3109,2295000,3110,2295000,3110,0,3110,25,
3211,1,3211,0,0,3210,2295000,3210,2295000,3210,0,3210,0,
3312,1,3312,188373,0,3310,1530000,3311,1530000,3311,0,3312,27,
3412,1,3412,461226,0,3411,2295000,3411,2295000,3411,0,3412,33,
3515,1,3515,1188106,503642,3513,2091000,3514,2091000,3514,0,3515,100,
3617,1,3617,1397655,713191,3615,2295000,3616,2295000,3616,0,3616,100,
3717,1,3717,559062,0,3715,2295000,3716,2295000,3716,0,3717,40,
3818,1,3818,153489,0,3816,1530000,3817,1530000,3816,0,3817,22,
3919,1,3919,188373,0,3916,1530000,3917,1530000,3917,0,3919,27,
4018,1,4018,626722,0,4017,1836000,4017,1836000,4017,0,4018,66,
4118,1,4118,387239,0,4117,2193000,4117,2193000,4117,0,4118,30,
4220,1,4220,460468,0,4218,1530000,4218,1530000,4218,0,4219,66,
4320,1,4320,209303,0,4318,1530000,4318,1530000,4318,0,4320,30,
4422,1,4421,460468,0,4419,1530000,4419,1530000,4419,0,4421,66,
4521,1,4521,512772,0,4519,1836000,4520,1836000,4520,0,4521,54,
4622,1,4622,114503,0,4620,994500,4621,994500,4620,0,4622,33,
4726,1,4725,376747,0,4721,1530000,4722,1530000,4721,0,4724,54,
4823,1,4823,800295,115831,4821,2193000,4822,2193000,4822,0,4823,62,
4925,1,4925,130473,0,4922,1224000,4923,1224000,4922,0,4925,27,
5024,1,5023,0,0,5022,1530000,5023,1530000,5022,0,5023,0,
5125,1,5125,488375,0,5123,1530000,5123,1530000,5123,0,5125,70,
5228,1,5228,1397655,713191,5225,2295000,5226,2295000,5225,0,5227,100,
5326,1,5326,1257889,573425,5323,2295000,5324,2295000,5324,0,5325,90,
5425,1,5425,1048241,363777,5424,2295000,5424,2295000,5424,0,5425,75,
5526,1,5526,1397655,713191,5525,2295000,5526,2295000,5525,0,5526,100,
