App,Package,Start Time,Duration,Filename
"System",,"Oct 9, 2018 @ 10:07:13 PM","1 min 5 sec","Trepn_2018.10.09_220712.db"

Time  [ms],"Battery Status",Time  [ms],"Battery Power* [uW] (Raw)","Battery Power* [uW] (Delta)",Time  [ms],"CPU1 Frequency [kHz]",Time  [ms],"CPU2 Frequency [kHz]",Time  [ms],"CPU1 Load [%]",Time  [ms],"CPU2 Load [%]",
10,1,10,1397655,557980,80,2295000,9,2295000,8,0,9,100,
87,1,87,1397655,557980,181,2295000,81,2295000,81,0,86,100,
182,1,182,1257889,418214,282,2295000,181,2295000,181,0,182,90,
283,1,283,1118124,278449,382,2295000,282,2295000,282,0,283,80,
383,1,383,419296,0,482,765000,382,2295000,382,0,383,30,
485,1,485,25497,0,583,1530000,484,765000,483,0,485,11,
584,1,584,230234,0,683,1530000,583,1530000,583,0,584,33,
685,1,685,83721,0,784,1734000,684,1530000,683,0,685,12,
785,1,785,603015,0,885,2295000,784,1734000,784,0,785,70,
886,1,886,1257889,418214,985,2295000,885,2295000,885,0,886,90,
986,1,986,838593,0,1086,1530000,985,2295000,985,0,986,60,
1088,1,1087,209303,0,1187,510000,1086,1530000,1086,0,1087,30,
1194,1,1194,38556,0,1287,1530000,1189,510000,1188,0,1193,30,
1290,1,1290,76744,0,1387,1530000,1288,1530000,1288,0,1289,11,
1389,1,1389,139536,0,1488,1530000,1388,1530000,1388,0,1389,20,
1489,1,1489,174420,0,1588,1530000,1488,1530000,1488,0,1489,25,
1590,1,1589,153489,0,1700,510000,1589,1530000,1588,0,1589,22,
1721,1,1720,51734,0,1795,1530000,1706,586500,1703,0,1719,33,
1797,1,1797,209303,0,1901,1734000,1796,1530000,1796,0,1797,30,
1903,1,1903,465183,0,2001,2295000,1902,1734000,1902,0,1903,54,
2003,1,2003,880522,40847,2102,2295000,2002,2295000,2002,0,2002,63,
2103,1,2103,768710,0,2202,1224000,2102,2295000,2102,0,2103,55,
2204,1,2204,0,0,2303,1530000,2203,1224000,2203,0,2204,0,
2304,1,2304,418607,0,2403,1836000,2303,1530000,2303,0,2304,60,
2404,1,2404,104453,0,2504,1530000,2403,1836000,2403,0,2404,11,
2527,1,2527,369770,0,2604,2295000,2514,1530000,2504,0,2526,53,
2626,1,2606,1397655,557980,2704,2295000,2605,2295000,2605,0,2606,100,
2706,1,2706,1397655,557980,2805,2295000,2705,2295000,2704,0,2705,100,
2808,1,2808,1397655,557980,2906,2295000,2806,2295000,2806,0,2808,100,
2907,1,2907,1118124,278449,3006,2295000,2906,2295000,2906,0,2907,80,
3007,1,3007,1397655,557980,3106,2295000,3006,2295000,3006,0,3007,100,
3108,1,3108,1397655,557980,3207,2295000,3108,2295000,3107,0,3108,100,
3208,1,3208,559062,0,3307,1530000,3207,2295000,3207,0,3208,40,
3309,1,3309,209303,0,3408,1530000,3308,1530000,3308,0,3309,30,
3410,1,3410,139536,0,3508,1530000,3409,1530000,3408,0,3409,20,
3510,1,3510,76744,0,3609,1530000,3509,1530000,3509,0,3510,11,
3614,1,3614,209303,0,3712,1530000,3609,1530000,3609,0,3614,30,
3716,1,3715,153489,0,3813,510000,3713,1530000,3712,0,3714,22,
3821,1,3821,12852,0,3915,637500,3817,510000,3815,0,3820,10,
3928,1,3928,79607,0,4014,1530000,3917,637500,3917,0,3928,45,
4016,1,4016,97675,0,4115,1326000,4015,1530000,4015,0,4016,14,
4117,1,4117,55055,0,4216,561000,4116,1326000,4115,0,4117,10,
4235,1,4234,52953,0,4316,1530000,4217,561000,4216,0,4234,36,
4317,1,4317,258141,0,4417,510000,4316,1530000,4316,0,4317,37,
4430,1,4430,25704,0,4517,1530000,4419,510000,4418,0,4429,20,
4519,1,4519,313955,0,4618,663000,4518,1530000,4518,0,4519,45,
4631,1,4630,188373,0,4718,1530000,4626,1530000,4619,0,4629,27,
4720,1,4719,209303,0,4820,1530000,4719,1530000,4718,0,4719,30,
4823,1,4823,376747,0,4920,1632000,4820,1530000,4820,0,4822,54,
4922,1,4922,629762,0,5021,2091000,4920,1632000,4920,0,4922,81,
5022,1,5022,1188106,348431,5121,2295000,5021,2091000,5021,0,5022,100,
5123,1,5123,1397655,557980,5222,2295000,5122,2295000,5122,0,5122,100,
5223,1,5223,838593,0,5322,2295000,5222,2295000,5222,0,5223,60,
5323,1,5323,628944,0,5422,2295000,5322,2295000,5322,0,5323,45,
5424,1,5424,768710,0,5523,2295000,5423,2295000,5423,0,5424,55,
5524,1,5524,1257889,418214,5623,2091000,5523,2295000,5523,0,5524,90,
5627,1,5627,1045533,205858,5723,2295000,5626,2091000,5626,0,5627,88,
5725,1,5725,1118124,278449,5824,2295000,5724,2295000,5724,0,5724,80,
5825,1,5825,1076194,236519,5924,2091000,5825,2295000,5824,0,5825,77,
5926,1,5926,1188106,348431,6025,2295000,5925,2091000,5925,0,5926,100,
6026,1,6026,1257889,418214,6125,1938000,6025,2295000,6025,0,6026,90,
6127,1,6127,1041868,202193,6228,2295000,6126,1938000,6126,0,6126,100,
6229,1,6229,1397655,557980,6329,2295000,6228,2295000,6228,0,6229,100,
6330,1,6330,1257889,418214,6429,2295000,6329,2295000,6329,0,6330,90,
6430,1,6430,1215959,376284,6530,2295000,6429,2295000,6429,0,6430,87,
6535,1,6535,922452,82777,6630,2295000,6531,2295000,6530,0,6534,66,
6638,1,6638,698827,0,6730,2295000,6638,2295000,6637,0,6638,50,
6732,1,6732,503155,0,6831,2295000,6731,2295000,6731,0,6732,36,
6833,1,6832,1076194,236519,6932,2295000,6832,2295000,6831,0,6832,77,
6934,1,6934,866546,26871,7032,1428000,6933,2295000,6932,0,6933,62,
7034,1,7034,124407,0,7132,1428000,7033,1428000,7032,0,7034,20,
7136,1,7136,155509,0,7233,1530000,7133,1428000,7133,0,7136,25,
7236,1,7236,139536,0,7333,1836000,7234,1530000,7233,0,7236,20,
7342,1,7340,588739,0,7433,2295000,7336,1836000,7335,0,7339,62,
7439,1,7439,1132100,292425,7535,1938000,7438,2295000,7434,0,7439,81,
7536,1,7536,937681,98006,7635,2295000,7535,1938000,7535,0,7536,90,
7636,1,7636,1257889,418214,7739,2295000,7635,2295000,7635,0,7636,90,
7740,1,7740,1257889,418214,7839,2295000,7739,2295000,7739,0,7740,90,
7840,1,7840,1397655,557980,7939,2295000,7840,2295000,7839,0,7840,100,
7941,1,7941,1397655,557980,8040,2295000,7940,2295000,7940,0,7941,100,
8042,1,8042,1397655,557980,8140,2091000,8040,2295000,8040,0,8042,100,
8142,1,8142,784150,0,8240,1938000,8141,2091000,8141,0,8142,66,
8244,1,8244,843913,4238,8341,1938000,8241,1938000,8241,0,8244,81,
8343,1,8343,781401,0,8441,2091000,8342,1938000,8342,0,8343,75,
8442,1,8442,356431,0,8541,1530000,8442,2091000,8441,0,8442,30,
8543,1,8543,188373,0,8642,1530000,8542,1530000,8542,0,8543,27,
8643,1,8643,230234,0,8742,1530000,8642,1530000,8642,0,8643,33,
8744,1,8744,0,0,8843,637500,8743,1530000,8742,0,8744,0,
8847,1,8847,21228,0,8943,1530000,8845,637500,8844,0,8847,12,
8945,1,8945,153489,0,9045,1530000,8944,1530000,8943,0,8945,22,
9048,1,9048,348840,0,9147,1530000,9046,1530000,9046,0,9048,50,
9151,1,9150,76744,0,9245,1530000,9149,1530000,9149,0,9150,11,
9247,1,9247,76744,0,9347,969000,9246,1530000,9246,0,9247,11,
9349,1,9349,66628,0,9447,1530000,9348,969000,9347,0,9349,20,
9449,1,9449,251164,0,9547,1530000,9448,1530000,9447,0,9448,36,
9548,1,9548,83721,0,9647,1530000,9548,1530000,9547,0,9548,12,
9649,1,9649,69768,0,9750,739500,9648,1530000,9648,0,9649,10,
9755,1,9755,44059,0,9851,586500,9752,739500,9751,0,9755,20,
9867,1,9864,68979,0,9904,1530000,9853,586500,9852,0,9856,44,
9906,1,9906,523260,0,10005,535500,9905,1530000,9904,0,9906,75,
10012,1,10011,27535,0,10105,1530000,10008,535500,10007,0,10011,20,
10108,1,10108,230234,0,10205,1530000,10106,1530000,10105,0,10108,33,
10207,1,10207,230234,0,10305,1530000,10206,1530000,10205,0,10207,33,
10309,1,10309,76744,0,10405,1530000,10307,1530000,10306,0,10309,11,
10408,1,10408,153489,0,10507,994500,10407,1530000,10406,0,10408,22,
10526,1,10526,446515,0,10607,2295000,10515,1530000,10508,0,10525,64,
10609,1,10609,796663,0,10708,2295000,10608,2295000,10607,0,10608,57,
10709,1,10709,1257889,418214,10808,1530000,10708,2295000,10708,0,10709,90,
10809,1,10809,69768,0,10909,637500,10808,1530000,10808,0,10809,10,
10914,1,10913,35381,0,11010,510000,10911,637500,10910,0,10913,20,
11025,1,11024,29559,0,11110,1530000,11015,510000,11011,0,11024,23,
11113,1,11112,153489,0,11210,1530000,11111,1530000,11111,0,11112,22,
11213,1,11213,125582,0,11311,1530000,11212,1530000,11211,0,11213,18,
11313,1,11313,209303,0,11413,637500,11312,1530000,11312,0,11313,30,
11417,1,11417,0,0,11514,510000,11414,637500,11414,0,11416,0,
11518,1,11518,0,0,11614,1530000,11516,510000,11515,0,11518,0,
11615,1,11615,0,0,11716,637500,11614,1530000,11614,0,11615,0,
11721,1,11721,38919,0,11816,510000,11718,637500,11717,0,11720,22,
11836,1,11835,42411,0,11916,1530000,11820,510000,11818,0,11834,33,
11917,1,11917,0,0,12017,1530000,11916,1530000,11916,0,11917,0,
12019,1,12019,139536,0,12117,1530000,12018,1530000,12017,0,12019,20,
12120,1,12120,76744,0,12219,1632000,12118,1530000,12118,0,12119,11,
12224,1,12224,419841,0,12318,1734000,12221,1632000,12221,0,12223,54,
12319,1,12319,353194,0,12419,1530000,12319,1734000,12319,0,12319,41,
12420,1,12420,69768,0,12520,1530000,12419,1530000,12419,0,12420,10,
12522,1,12522,188373,0,12620,1632000,12521,1530000,12520,0,12522,27,
12621,1,12621,171046,0,12720,1530000,12620,1632000,12620,0,12621,22,
12722,1,12722,69768,0,12821,1530000,12721,1530000,12721,0,12722,10,
12823,1,12823,139536,0,12921,2193000,12822,1530000,12822,0,12823,20,
12923,1,12923,645399,0,13022,2295000,12922,2193000,12922,0,12922,50,
13023,1,13023,167718,0,13124,510000,13022,2295000,13022,0,13023,12,
13128,1,13128,0,0,13225,612000,13125,510000,13125,0,13127,0,
13229,1,13229,50012,0,13325,1530000,13227,612000,13226,0,13229,30,
13327,1,13327,306979,0,13425,510000,13326,1530000,13325,0,13327,44,
13432,1,13431,0,0,13526,637500,13427,510000,13427,0,13431,0,
13530,1,13530,53071,0,13626,1530000,13528,637500,13527,0,13529,30,
13628,1,13628,139536,0,13727,510000,13627,1530000,13627,0,13628,20,
13732,1,13732,46267,0,13828,510000,13729,510000,13728,0,13731,36,
