App,Package,Start Time,Duration,Filename
"System",,"Oct 9, 2018 @ 10:14:07 PM","1 min 6 sec","Trepn_2018.10.09_221406.db"

Time  [ms],"Battery Status",Time  [ms],"Battery Power* [uW] (Raw)","Battery Power* [uW] (Delta)",Time  [ms],"CPU1 Frequency [kHz]",Time  [ms],"CPU2 Frequency [kHz]",Time  [ms],"CPU1 Load [%]",Time  [ms],"CPU2 Load [%]",
18,1,18,1285842,471854,91,2091000,15,2295000,15,0,17,92,
93,1,93,1188106,374118,193,2295000,92,2091000,92,0,93,100,
195,1,195,1257889,443901,295,2091000,194,2295000,194,0,195,90,
297,1,296,784150,0,395,1938000,296,2091000,295,0,296,66,
397,1,397,573027,0,496,2295000,396,1938000,396,0,397,55,
497,1,497,419296,0,596,2295000,496,2295000,496,0,497,30,
597,1,597,1076194,262206,697,2295000,597,2295000,596,0,597,77,
698,1,698,251577,0,797,1836000,697,2295000,697,0,698,18,
799,1,799,208907,0,898,2193000,798,1836000,798,0,799,22,
899,1,899,283975,0,998,2295000,898,2193000,898,0,899,22,
999,1,999,838593,24605,1099,1530000,998,2295000,998,0,999,60,
1101,1,1101,62791,0,1200,1632000,1100,1530000,1099,0,1101,9,
1201,1,1201,155496,0,1300,688500,1200,1632000,1200,0,1201,20,
1304,1,1304,53481,0,1401,510000,1301,688500,1301,0,1303,27,
1413,1,1412,57834,0,1501,1530000,1406,510000,1402,0,1412,45,
1503,1,1503,174420,0,1602,1530000,1502,1530000,1501,0,1503,25,
1605,1,1605,230234,0,1702,1530000,1603,1530000,1603,0,1605,33,
1704,1,1704,174420,0,1805,510000,1703,1530000,1702,0,1704,25,
1823,1,1823,34700,0,1903,1530000,1808,510000,1807,0,1820,27,
1905,1,1905,153489,0,2005,510000,1904,1530000,1903,0,1905,22,
2010,1,2010,25704,0,2104,1530000,2007,510000,2006,0,2010,20,
2107,1,2107,258141,0,2206,510000,2105,1530000,2105,0,2107,37,
2225,1,2225,20563,0,2305,1530000,2218,510000,2211,0,2223,16,
2307,1,2307,97675,0,2405,1734000,2306,1530000,2305,0,2307,14,
2408,1,2408,284278,0,2507,1530000,2406,1734000,2406,0,2407,33,
2512,1,2512,279072,0,2607,2295000,2507,1530000,2507,0,2512,40,
2610,1,2610,1397655,583667,2709,2295000,2608,2295000,2608,0,2610,100,
2723,1,2723,1271866,457878,2809,2295000,2710,2295000,2710,0,2723,91,
2810,1,2810,1397655,583667,2909,2295000,2809,2295000,2809,0,2810,100,
2910,1,2910,1397655,583667,3010,2295000,2909,2295000,2909,0,2910,100,
3013,1,3013,1132100,318112,3111,2295000,3012,2295000,3012,0,3013,81,
3112,1,3112,559062,0,3212,2295000,3111,2295000,3111,0,3112,40,
3213,1,3213,880522,66534,3312,2295000,3212,2295000,3212,0,3213,63,
3313,1,3313,698827,0,3413,2295000,3312,2295000,3312,0,3313,50,
3415,1,3415,978358,164370,3513,2295000,3414,2295000,3413,0,3415,70,
3515,1,3515,1397655,583667,3614,2091000,3514,2295000,3514,0,3515,100,
3615,1,3615,1188106,374118,3714,2295000,3614,2091000,3614,0,3615,100,
3717,1,3717,1397655,583667,3815,2295000,3716,2295000,3715,0,3717,100,
3816,1,3816,1257889,443901,3916,2295000,3815,2295000,3815,0,3816,90,
3921,1,3921,1397655,583667,4016,2295000,3917,2295000,3917,0,3921,100,
4019,1,4019,1397655,583667,4117,2295000,4017,2295000,4017,0,4019,100,
4118,1,4118,1397655,583667,4217,2295000,4117,2295000,4117,0,4118,100,
4221,1,4221,1257889,443901,4318,2295000,4217,2295000,4217,0,4221,90,
4319,1,4319,1397655,583667,4418,2295000,4318,2295000,4318,0,4319,100,
4419,1,4419,628944,0,4518,2295000,4418,2295000,4418,0,4419,45,
4520,1,4520,517132,0,4619,2295000,4519,2295000,4519,0,4520,37,
4620,1,4620,1076194,262206,4719,2295000,4619,2295000,4619,0,4620,77,
4720,1,4720,1397655,583667,4819,2295000,4720,2295000,4719,0,4720,100,
4821,1,4821,1257889,443901,4920,2295000,4820,2295000,4820,0,4821,90,
4921,1,4921,1257889,443901,5020,2295000,4920,2295000,4920,0,4921,90,
5021,1,5021,1397655,583667,5120,2295000,5021,2295000,5020,0,5021,100,
5122,1,5122,1397655,583667,5221,2295000,5121,2295000,5121,0,5122,100,
5222,1,5222,1257889,443901,5322,2295000,5222,2295000,5221,0,5222,90,
5323,1,5323,1397655,583667,5422,2295000,5322,2295000,5322,0,5323,100,
5424,1,5424,1257889,443901,5523,2295000,5423,2295000,5423,0,5424,90,
5526,1,5526,1397655,583667,5624,2295000,5524,2295000,5524,0,5526,100,
5630,1,5630,1397655,583667,5724,2295000,5624,2295000,5624,0,5629,100,
5726,1,5726,1397655,583667,5825,2295000,5725,2295000,5725,0,5726,100,
5832,1,5832,1257889,443901,5931,2295000,5826,2295000,5826,0,5832,90,
5934,1,5933,1257889,443901,6031,2295000,5932,2295000,5931,0,5932,90,
6033,1,6033,1397655,583667,6131,2295000,6032,2295000,6031,0,6032,100,
6133,1,6132,1397655,583667,6232,2295000,6132,2295000,6131,0,6132,100,
6248,1,6248,1397655,583667,6332,2295000,6233,2295000,6232,0,6247,100,
6333,1,6333,1257889,443901,6432,2091000,6333,2295000,6332,0,6333,90,
6439,1,6439,1188106,374118,6533,2295000,6434,2091000,6433,0,6439,100,
6534,1,6534,1397655,583667,6634,2295000,6533,2295000,6533,0,6534,100,
6647,1,6646,1397655,583667,6735,2295000,6639,2295000,6634,0,6646,100,
6736,1,6736,1132100,318112,6835,2295000,6735,2295000,6735,0,6736,81,
6847,1,6847,1397655,583667,6936,2295000,6838,2295000,6838,0,6847,100,
6937,1,6937,1397655,583667,7038,2295000,6936,2295000,6936,0,6937,100,
7039,1,7039,1215959,401971,7138,2295000,7038,2295000,7038,0,7039,87,
