App,Package,Start Time,Duration,Filename
"System",,"Oct 10, 2018 @ 11:35:28 PM","1 min 5 sec","Trepn_2018.10.10_233527.db"

Time  [ms],"Battery Status",Time  [ms],"Battery Power* [uW] (Raw)","Battery Power* [uW] (Delta)",Time  [ms],"CPU1 Frequency [kHz]",Time  [ms],"CPU2 Frequency [kHz]",Time  [ms],"CPU1 Load [%]",Time  [ms],"CPU2 Load [%]",
26,1,26,1299819,383906,91,2295000,25,2295000,25,0,26,93,
93,1,93,1397655,481742,192,2295000,92,2295000,92,0,93,100,
193,1,193,1397655,481742,295,2295000,192,2295000,192,0,193,100,
303,1,303,1006311,90398,396,2295000,297,2295000,296,0,303,72,
398,1,398,461226,0,496,1632000,396,2295000,396,0,398,33,
499,1,498,0,0,597,1734000,497,1632000,497,0,498,0,
599,1,599,465183,0,697,2193000,597,1734000,597,0,599,54,
699,1,699,709939,0,797,2295000,698,2193000,698,0,699,55,
799,1,799,279531,0,898,1530000,798,2295000,798,0,799,20,
900,1,900,76744,0,999,1530000,899,1530000,899,0,900,11,
1000,1,1000,209303,0,1099,1530000,999,1530000,999,0,1000,30,
1102,1,1102,279072,0,1200,510000,1100,1530000,1100,0,1101,40,
1209,1,1209,14137,0,1300,1530000,1203,510000,1202,0,1209,11,
1336,1,1331,788150,0,1401,2295000,1320,1836000,1311,0,1327,83,
1403,1,1403,1397655,481742,1502,2295000,1402,2295000,1402,0,1402,100,
1503,1,1503,1132100,216187,1602,2295000,1502,2295000,1502,0,1503,81,
1603,1,1603,1118124,202211,1703,2295000,1603,2295000,1602,0,1603,80,
1704,1,1704,922452,6539,1803,1530000,1704,2295000,1703,0,1704,66,
1804,1,1804,279072,0,1904,765000,1803,1530000,1803,0,1804,40,
1909,1,1908,62584,0,2006,1836000,1905,765000,1904,0,1908,27,
2010,1,2010,664705,0,2108,1938000,2008,1836000,2007,0,2009,70,
2110,1,2110,520934,0,2210,637500,2109,1938000,2109,0,2110,50,
2213,1,2213,74300,0,2310,1530000,2211,637500,2210,0,2213,42,
2312,1,2312,383724,0,2412,2295000,2311,1530000,2311,0,2312,55,
2413,1,2413,922452,6539,2513,2295000,2412,2295000,2412,0,2413,66,
2515,1,2515,614968,0,2613,2295000,2514,2295000,2513,0,2515,44,
2614,1,2614,1257889,341976,2713,2091000,2613,2295000,2613,0,2614,90,
2714,1,2714,130691,0,2814,2091000,2713,2091000,2713,0,2714,11,
