App,Package,Start Time,Duration,Filename
"System",,"Oct 13, 2018 @ 09:14:33 PM","1 min 5 sec","Trepn_2018.10.13_211432.db"

Time  [ms],"Battery Status",Time  [ms],"Battery Power* [uW] (Raw)","Battery Power* [uW] (Delta)",Time  [ms],"CPU1 Frequency [kHz]",Time  [ms],"CPU2 Frequency [kHz]",Time  [ms],"CPU1 Load [%]",Time  [ms],"CPU2 Load [%]",
23,1,23,1160053,595493,7,2295000,21,2295000,20,0,22,83,
109,1,109,922452,357892,108,2295000,108,2295000,108,0,109,66,
209,1,209,1118124,553564,208,2295000,208,2295000,208,0,209,80,
309,1,309,698827,134267,308,2295000,309,2295000,308,0,309,50,
410,1,410,153742,0,408,2295000,409,2295000,409,0,410,11,
510,1,510,279072,0,509,1530000,509,1530000,509,0,510,40,
618,1,616,306979,0,609,1530000,613,1530000,610,0,615,44,
713,1,713,689160,124600,710,1734000,711,1734000,711,0,712,80,
812,1,812,687633,123073,810,1938000,811,1938000,811,0,812,66,
963,1,963,867317,302757,961,2091000,962,2091000,961,0,963,73,
1063,1,1063,237394,0,1061,1836000,1062,1836000,1061,0,1063,25,
1163,1,1163,76744,0,1162,1530000,1162,1530000,1162,0,1163,11,
1264,1,1264,1290799,726239,1262,2193000,1263,2193000,1263,0,1263,100,
1364,1,1364,1257889,693329,1363,2295000,1363,2295000,1363,0,1364,90,
1465,1,1465,754733,190173,1463,2295000,1463,2295000,1463,0,1465,54,
1568,1,1568,439538,0,1564,1530000,1565,1530000,1564,0,1567,63,
1691,1,1690,1257889,693329,1670,2295000,1671,2295000,1671,0,1689,90,
1770,1,1769,1397655,833095,1767,2295000,1768,2295000,1767,0,1769,100,
1818,1,1818,1397655,833095,1817,2295000,1817,2295000,1817,0,1818,100,
1970,1,1970,922452,357892,1967,2295000,1968,2295000,1967,0,1968,66,
2069,1,2069,1397655,833095,2068,2295000,2068,2295000,2068,0,2069,100,
2169,1,2169,1188106,623546,2168,2091000,2168,2091000,2168,0,2169,100,
2270,1,2270,1397655,833095,2268,2295000,2269,2295000,2269,0,2270,100,
2371,1,2370,914841,350281,2369,2091000,2369,2091000,2369,0,2370,77,
2420,1,2420,1188106,623546,2419,2091000,2419,2091000,2419,0,2420,100,
